1000 5000
868 556 16
413 717 98
274 759 82
637 174 7
336 27 39
372 590 14
950 712 75
909 566 33
245 334 40
137 720 89
507 995 58
349 258 26
520 731 37
579 172 23
286 573 69
308 330 62
919 994 39
452 847 11
494 854 84
495 148 4
685 844 66
743 788 93
225 162 52
489 347 94
399 855 50
128 711 51
815 303 95
471 672 84
7 871 7
364 147 13
23 548 46
823 944 100
195 323 60
138 601 37
49 868 82
87 684 51
580 36 60
16 70 65
706 387 62
282 217 3
428 331 94
188 765 49
878 321 12
854 959 27
178 569 5
674 105 22
836 685 30
219 513 64
462 322 28
727 776 51
426 723 98
97 551 20
57 796 56
676 916 85
99 955 37
533 367 58
381 934 22
623 970 15
69 988 92
428 944 34
439 742 98
198 918 3
283 699 58
694 995 50
1 557 32
447 168 78
952 750 62
146 37 65
576 67 22
243 296 7
683 301 90
127 589 62
26 884 45
865 350 100
983 801 2
57 724 69
203 511 14
800 318 63
219 478 53
882 347 92
140 88 81
347 423 22
820 573 71
75 59 7
939 590 1
428 672 52
271 932 84
584 200 60
572 693 39
381 706 1
95 71 35
467 161 3
754 723 66
677 485 11
989 130 33
529 995 94
413 872 83
85 500 82
151 548 19
662 969 42
924 262 37
236 58 35
542 933 49
723 467 35
53 741 29
572 915 62
936 296 94
411 996 28
881 526 61
513 357 52
802 607 57
368 81 13
79 601 31
171 956 8
195 983 76
300 47 88
904 319 3
206 38 55
500 780 15
216 35 89
438 587 49
230 169 91
557 427 33
286 945 64
736 326 62
5 989 38
460 540 81
463 799 41
26 141 67
980 385 67
279 112 78
9 555 51
831 726 95
384 51 1
19 543 98
297 917 64
741 439 4
202 749 20
86 712 64
145 687 86
578 402 1
949 81 46
924 679 70
757 148 91
214 222 76
591 508 51
582 769 59
312 956 94
576 681 67
831 66 99
575 184 85
899 517 70
346 840 56
905 772 13
608 243 78
106 681 6
302 795 97
666 186 27
280 14 68
675 686 5
414 850 21
523 447 78
682 841 8
467 888 54
22 740 89
309 765 64
490 856 38
269 606 68
636 154 74
936 670 26
635 556 85
3 470 5
259 617 61
8 679 7
60 436 9
118 150 44
879 962 93
418 37 64
359 870 92
988 401 92
289 357 57
823 751 22
999 754 88
125 181 10
729 721 26
944 126 7
562 694 12
294 418 85
900 490 49
19 398 100
922 717 88
973 908 39
14 777 66
740 413 15
109 537 80
732 547 34
270 423 4
790 329 78
111 266 25
988 806 9
497 962 22
650 561 66
295 248 41
245 227 15
778 582 62
453 659 75
618 772 65
212 604 49
786 36 4
625 538 35
155 159 2
913 686 40
10 536 34
570 857 60
476 997 24
937 157 16
799 369 42
110 839 48
979 157 51
467 480 33
543 303 3
692 320 47
738 35 58
616 274 11
472 209 19
548 899 77
182 635 93
659 672 32
72 535 65
807 809 32
864 363 66
4 618 98
215 657 85
871 998 54
575 410 43
982 143 55
645 963 52
700 502 32
254 237 96
874 868 98
74 579 51
335 922 70
828 849 23
424 335 11
22 356 82
705 944 15
55 524 4
303 120 64
706 76 71
690 180 74
795 104 39
26 503 28
329 498 62
969 263 62
518 153 13
617 308 99
318 688 76
896 47 62
767 606 23
812 51 16
185 489 39
410 324 5
745 811 6
995 819 17
787 140 18
862 374 80
717 155 67
466 180 94
790 856 79
975 139 39
926 470 8
777 59 5
940 955 96
888 618 72
435 296 94
848 95 51
329 832 75
860 409 42
283 375 70
690 565 61
242 633 43
722 495 53
206 738 25
42 214 45
661 366 16
609 269 46
820 50 87
193 312 95
915 271 36
787 967 4
721 107 52
661 374 36
781 426 44
701 212 91
382 318 82
229 581 67
726 630 84
105 523 85
629 477 33
116 648 68
659 362 46
966 497 93
269 770 48
836 903 72
344 505 31
253 2 23
112 53 88
586 744 31
614 945 86
965 829 82
244 601 26
903 826 56
777 321 69
823 850 78
490 292 86
764 575 74
888 901 31
109 115 18
15 549 48
171 689 16
27 936 71
441 243 41
32 227 87
621 64 99
334 975 48
8 194 38
935 545 15
156 368 32
945 18 84
718 561 7
480 3 49
505 419 15
192 449 76
839 912 3
268 87 10
594 580 44
159 565 41
